Instance,Income
126464,36651.41688
126465,45270.6454
126466,91198.45523
126467,32808.58432
126468,202280.1887
126469,124447.9298
126470,50838.64995
126471,37021.52859
126472,122640.7996
126473,149603.91
126474,36753.88396
126475,30790.54171
126476,55108.91709
126477,762980.7584
126478,10133.96931
126479,73653.7574
126480,35884.38231
126481,77231.40684
126482,174937.4539
126483,34482.14949
126484,182416.7741
126485,160470.5356
126486,282824.3591
126487,33791.07842
126488,94373.18283
126489,536374.6112
126490,64582.10586
126491,29151.07275
126492,14673.57771
126493,41083.21452
126494,115398.3224
126495,6701.092691
126496,114725.1432
126497,209756.6365
126498,36590.22827
126499,34821.86154
126500,137595.5832
126501,120067.9043
126502,133714.0147
126503,107639.5147
126504,11631.65757
126505,31140.98352
126506,451595.5196
126507,38498.73186
126508,159794.4489
126509,4237.005481
126510,244015.5191
126511,6603.361593
126512,220677.8971
126513,39087.506
126514,142457.4445
126515,136087.4846
126516,508189.5642
126517,31371.54229
126518,87247.31676
126519,76675.96573
126520,340865.5518
126521,26172.08774
126522,236397.5166
126523,75175.81355
126524,36829.27492
126525,25237.28653
126526,36076.23257
126527,63854.96355
126528,45757.68455
126529,29308.25368
126530,209517.2598
126531,48190.25412
126532,173046.8552
126533,169721.8393
126534,57903.75509
126535,29417.65082
126536,78435.90816
126537,20453.20754
126538,57149.11685
126539,54641.38782
126540,180619.1606
126541,40278.87156
126542,19080.35774
126543,101027.7224
126544,33899.25056
126545,132031.1656
126546,453431.9533
126547,78682.16174
126548,27615.54082
126549,18628.86157
126550,361552.6238
126551,25990.94956
126552,147391.7937
126553,29185.9543
126554,27159.66999
126555,77271.52994
126556,506134.3828
126557,32949.2459
126558,243653.7316
126559,9774.78678
126560,40445.0796
126561,4299.936502
126562,79544.48301
126563,147383.8249
126564,33311.91055
126565,129470.6106
126566,302335.0036
126567,75354.13824
126568,48906.11326
126569,175268.3418
126570,84225.18532
126571,380597.4938
126572,270928.1878
126573,716979.6169
126574,25610.18885
126575,147823.969
126576,85487.30255
126577,48091.93744
126578,8289.955465
126579,49519.05252
126580,38485.88574
126581,49828.14386
126582,113992.5713
126583,15062.3251
126584,45011.22257
126585,61628.43672
126586,43092.07905
126587,70318.15541
126588,24361.49586
126589,172086.6134
126590,139406.1802
126591,70325.4441
126592,80310.76882
126593,114310.8836
126594,50045.66223
126595,8612.57293
126596,98261.20972
126597,248326.7749
126598,47281.38621
126599,17862.63563
126600,28453.17253
126601,268078.0139
126602,225752.7441
126603,58358.24726
126604,40357.51578
126605,9701.912498
126606,105535.0608
126607,33753.31499
126608,44458.19102
126609,42132.22005
126610,273229.4395
126611,21006.1966
126612,294863.9781
126613,4744.366454
126614,183862.3596
126615,109340.6339
126616,44248.10432
126617,60346.57044
126618,17654.38472
126619,424465.8602
126620,53713.14255
126621,274419.4188
126622,227646.911
126623,33674.8717
126624,268401.2284
126625,46936.28079
126626,141095.2474
126627,51595.596
126628,100113.7243
126629,107440.0803
126630,51514.68257
126631,91290.9264
126632,199148.7201
126633,31673.6545
126634,78858.20956
126635,37456.21377
126636,37470.76487
126637,86333.71253
126638,175678.5374
126639,377482.061
126640,23880.85762
126641,204000.8425
126642,55764.95609
126643,39665.78876
126644,233440.7065
126645,93390.76623
126646,19633.48032
126647,77699.21611
126648,37001.22722
126649,49322.82948
126650,206839.5532
126651,58179.69866
126652,49562.82367
126653,63521.27367
126654,24318.31912
126655,37725.98039
126656,439264.8617
126657,22465.11148
126658,96806.03649
126659,47245.11222
126660,138378.8456
126661,4663.176885
126662,28429.77164
126663,337599.6071
126664,142348.3048
126665,7239.747384
126666,21272.48312
126667,44550.24052
126668,35301.0506
126669,608734.4322
126670,403194.8732
126671,50791.89763
126672,26993.42467
126673,48623.04131
126674,6553.115222
126675,51374.36278
126676,76547.47399
126677,21759.2574
126678,37946.19642
126679,13348.13285
126680,98290.52967
126681,26546.58517
126682,51420.84859
126683,23540.03628
126684,102913.2229
126685,57209.1761
126686,34781.80896
126687,34238.33022
126688,69986.59808
126689,202521.3506
126690,141611.1005
126691,6619.327584
126692,137320.7522
126693,47256.24809
126694,252427.9391
126695,113160.4068
126696,38689.18987
126697,34531.07184
126698,111088.0928
126699,106061.4598
126700,1109996.762
126701,51641.90191
126702,36604.38776
126703,120932.8176
126704,35762.41646
126705,297291.1015
126706,242486.1791
126707,90481.14272
126708,74821.02615
126709,29664.52259
126710,21352.26309
126711,62768.26242
126712,143527.3533
126713,53880.1585
126714,5025.779076
126715,100941.6797
126716,159645.0546
126717,130040.6443
126718,142217.368
126719,156386.239
126720,42757.63952
126721,15465.21546
126722,19288.35747
126723,75829.98
126724,209045.3983
126725,511327.051
126726,49155.81569
126727,31179.05739
126728,50646.72536
126729,41492.32187
126730,47693.14628
126731,462236.1173
126732,97885.72739
126733,57084.0811
126734,69617.17587
126735,37389.09183
126736,77689.45873
126737,83405.59959
126738,38854.00412
126739,107381.2872
126740,51544.72729
126741,242929.499
126742,52104.19655
126743,53521.33147
126744,355360.0377
126745,88311.43462
126746,37618.03364
126747,32824.77054
126748,72440.32263
126749,205892.8623
126750,83479.55515
126751,55956.96441
126752,26476.94489
126753,33148.34608
126754,108100.661
126755,43404.25202
126756,140161.7924
126757,55394.04539
126758,228832.3842
126759,15369.93575
126760,24128.17843
126761,298743.6184
126762,12275.98705
126763,446508.3334
126764,24902.56108
126765,62036.60231
126766,39921.88071
126767,141096.5734
126768,173867.6864
126769,43647.55005
126770,38123.99602
126771,40768.0015
126772,116425.6213
126773,345995.553
126774,45834.35249
126775,52167.4645
126776,116980.6648
126777,71991.83473
126778,95420.82093
126779,749233.926
126780,42066.23216
126781,27660.48213
126782,75428.81776
126783,140217.8268
126784,142297.2307
126785,32624.1103
126786,7672.807428
126787,252998.6097
126788,60893.19644
126789,93499.38788
126790,63520.80237
126791,47196.7618
126792,40029.59846
126793,147659.4075
126794,261818.5798
126795,31828.96407
126796,17411.5228
126797,90976.17283
126798,42437.22628
126799,16521.164
126800,93137.57231
126801,12355.23295
126802,108189.1852
126803,137656.5391
126804,26886.29049
126805,47388.61716
126806,31858.16348
126807,147428.7349
126808,42891.38545
126809,49858.90935
126810,547328.0347
126811,90076.45114
126812,52851.77418
126813,193461.8315
126814,46876.842
126815,36585.13868
126816,40920.49543
126817,117045.402
126818,31759.72036
126819,45899.01085
126820,14692.73647
126821,44199.7452
126822,43713.58475
126823,67824.34894
126824,21880.47261
126825,35640.49091
126826,44947.37171
126827,70703.31101
126828,53736.55271
126829,80036.32603
126830,136039.7776
126831,29153.98092
126832,178292.3209
126833,40972.98496
126834,40694.76954
126835,93962.56941
126836,159043.2108
126837,95792.12463
126838,353367.574
126839,112420.2709
126840,97114.40149
126841,85617.48989
126842,27711.39452
126843,85167.10617
126844,17329.58327
126845,38033.10687
126846,22795.79338
126847,94824.765
126848,151394.3043
126849,255673.7704
126850,237340.6022
126851,321577.2753
126852,46927.74081
126853,11693.35416
126854,396872.2122
126855,28723.87433
126856,58867.56555
126857,20044.68059
126858,397094.717
126859,110557.6116
126860,139650.69
126861,244357.5641
126862,121150.0108
126863,83224.03265
126864,753898.7271
126865,19364.10009
126866,105948.0268
126867,30931.84103
126868,488631.5888
126869,35378.43256
126870,29422.94742
126871,360418.1441
126872,28123.01465
126873,56597.45064
126874,47775.1476
126875,44608.37692
126876,75923.2677
126877,43849.86774
126878,150877.7842
126879,38453.84324
126880,44189.4522
126881,62255.07191
126882,11155.70466
126883,134112.4109
126884,-640.5905472
126885,66773.56883
126886,149303.8991
126887,40533.64404
126888,58246.4015
126889,18056.91873
126890,21692.02159
126891,43310.86379
126892,34866.6765
126893,133362.3699
126894,41441.34313
126895,167232.0649
126896,12336.815
126897,48354.28801
126898,100619.2423
126899,25659.99477
126900,75785.54777
126901,44486.94262
126902,21693.55699
126903,96310.25684
126904,319614.0801
126905,50203.21015
126906,161186.5797
126907,133292.257
126908,140824.3412
126909,50183.76838
126910,32072.61833
126911,27864.34869
126912,346143.3716
126913,251938.6514
126914,140782.455
126915,189278.76
126916,124298.4243
126917,21323.48584
126918,31473.45733
126919,89336.63143
126920,11539.05982
126921,89805.76083
126922,56243.50444
126923,20329.5079
126924,99760.44824
126925,369890.792
126926,125635.702
126927,90986.45172
126928,5262.919553
126929,45818.54337
126930,37279.54824
126931,58723.90493
126932,66583.53533
126933,328054.255
126934,30465.99762
126935,19697.19606
126936,906850.1909
126937,184025.8867
126938,125042.3877
126939,80333.8102
126940,38763.72064
126941,40757.73704
126942,238092.0774
126943,94965.62309
126944,247918.0652
126945,41012.81827
126946,119711.5262
126947,205923.9126
126948,138507.0038
126949,39896.0252
126950,91024.0832
126951,117132.1282
126952,15959.34116
126953,53881.04923
126954,137620.2091
126955,30955.0858
126956,227209.646
126957,45267.93971
126958,140878.9684
126959,191110.5499
126960,32383.41271
126961,32141.9252
126962,54968.47211
126963,36961.90874
126964,53385.7476
126965,134351.7883
126966,200375.011
126967,122570.083
126968,39258.40293
126969,399889.4867
126970,94473.77077
126971,41860.17245
126972,160143.7766
126973,8649.915781
126974,20491.34484
126975,46506.79071
126976,147050.2906
126977,46675.68181
126978,27054.37314
126979,21251.20445
126980,39514.63735
126981,13965.45014
126982,361598.6334
126983,389551.931
126984,24880.05209
126985,52821.41918
126986,196190.6968
126987,10909.11238
126988,13010.67327
126989,15379.83071
126990,63964.35481
126991,105089.9681
126992,300080.2328
126993,40385.02123
126994,417227.2876
126995,69430.97524
126996,422609.2692
126997,56706.38804
126998,69668.56659
126999,35597.71941
127000,81915.86288
127001,139398.4446
127002,32403.48569
127003,60892.97046
127004,25338.30711
127005,107003.1125
127006,107160.5959
127007,151669.0184
127008,25728.21359
127009,30165.8255
127010,4914.73163
127011,173323.0514
127012,39848.80856
127013,69575.89163
127014,18624.32802
127015,80929.87982
127016,9402.68358
127017,39061.35467
127018,550425.8895
127019,92707.28113
127020,119286.7995
127021,68796.54823
127022,43057.68045
127023,235344.2775
127024,42397.08418
127025,66160.37962
127026,4293.88369
127027,13828.33016
127028,3727.359021
127029,41531.90334
127030,27972.88863
127031,37454.85237
127032,26182.76755
127033,53818.58737
127034,32931.70174
127035,26104.40388
127036,73403.35402
127037,94165.9607
127038,24373.59371
127039,59033.28566
127040,69611.55674
127041,92465.37599
127042,22228.59281
127043,125945.6021
127044,60577.64267
127045,158847.1946
127046,45387.65886
127047,3423.025867
127048,36471.65644
127049,232427.5614
127050,54899.5199
127051,95085.97596
127052,-83.25628422
127053,64874.20821
127054,147983.9544
127055,61146.61732
127056,28670.42944
127057,136238.9292
127058,10945.70948
127059,56035.48396
127060,69718.87705
127061,34566.57743
127062,89854.01423
127063,81099.92745
127064,60649.41136
127065,67218.13079
127066,111746.1769
127067,26293.73988
127068,48717.04141
127069,57641.21956
127070,8407.28686
127071,99713.67734
127072,178423.9011
127073,293146.864
127074,24987.38279
127075,51773.16828
127076,172254.2528
127077,177973.1077
127078,116074.5447
127079,94891.67466
127080,60131.10684
127081,63373.06134
127082,13394.11224
127083,45819.35905
127084,349105.8661
127085,193871.3722
127086,79334.34199
127087,26448.58595
127088,143611.9444
127089,73603.56859
127090,174005.6488
127091,67571.97079
127092,4291.610388
127093,28512.22237
127094,75729.76123
127095,22472.07387
127096,102814.2678
127097,132895.1062
127098,36767.5438
127099,9612.620525
127100,41631.44952
127101,53639.3411
127102,131229.2823
127103,136747.017
127104,62360.55163
127105,65506.38463
127106,18410.86614
127107,16031.9446
127108,41891.37754
127109,211699.8166
127110,94457.14895
127111,414502.7083
127112,188078.0667
127113,209923.7727
127114,38582.56976
127115,141116.3874
127116,49868.46251
127117,157307.0056
127118,76408.55521
127119,381320.9623
127120,125182.6243
127121,42979.13135
127122,7211.624849
127123,49931.8595
127124,47433.70657
127125,108957.7161
127126,644033.862
127127,194667.0233
127128,30950.14662
127129,16306.12422
127130,62020.23429
127131,71306.16879
127132,228111.0591
127133,378226.8563
127134,115402.3906
127135,17662.1879
127136,66551.5467
127137,44919.84016
127138,99946.52238
127139,21411.59194
127140,44677.06121
127141,115112.0617
127142,14820.72769
127143,31958.72409
127144,694878.0092
127145,701270.4191
127146,343814.8439
127147,524634.4687
127148,10015.34591
127149,30472.57588
127150,32860.80469
127151,44104.62709
127152,13677.76145
127153,39361.42881
127154,710140.8281
127155,27388.07126
127156,96219.8308
127157,354575.5851
127158,16918.45317
127159,123145.659
127160,140557.6702
127161,92300.01118
127162,52800.7944
127163,96211.66105
127164,71277.80963
127165,95804.28271
127166,80494.53714
127167,326101.8573
127168,167195.4654
127169,42374.17945
127170,89437.71743
127171,6178.477255
127172,95523.87994
127173,35828.2817
127174,38549.49951
127175,46702.25299
127176,139120.6775
127177,50354.70267
127178,117871.8626
127179,212961.7387
127180,30644.17607
127181,56379.54889
127182,240965.914
127183,28598.5512
127184,68932.95935
127185,153265.6486
127186,46035.65194
127187,88981.97547
127188,36534.21408
127189,81343.92123
127190,12496.73173
127191,158286.9328
127192,21164.41556
127193,72376.86471
127194,24069.03013
127195,160898.3822
127196,10308.26351
127197,64022.59989
127198,62620.6365
127199,52691.7511
127200,5703.892346
127201,13995.4974
127202,69813.99238
127203,37733.71488
127204,151371.7561
127205,227230.1881
127206,302717.1559
127207,15193.92457
127208,76280.07011
127209,132843.2485
127210,9188.389522
127211,64943.25616
127212,62546.09358
127213,88247.81967
127214,127170.8207
127215,31471.38487
127216,53201.64648
127217,97052.85657
127218,30383.25359
127219,127831.9683
127220,45265.1224
127221,59242.87198
127222,85698.91323
127223,73514.64551
127224,151894.6027
127225,34393.49578
127226,94753.97092
127227,6667.237837
127228,193987.0078
127229,131887.7913
127230,19630.97187
127231,53548.00342
127232,5595.848317
127233,4480.881776
127234,30917.32436
127235,71397.53172
127236,68169.36786
127237,31185.07857
127238,10889.06258
127239,96144.76338
127240,34817.24909
127241,58861.87423
127242,49894.97628
127243,52120.36595
127244,40728.68143
127245,64844.13796
127246,40865.1974
127247,83811.25514
127248,81466.28087
127249,31147.12853
127250,30644.97407
127251,99638.43095
127252,162863.7739
127253,64416.12074
127254,44014.97923
127255,102321.4995
127256,13310.28879
127257,13809.91398
127258,21448.70847
127259,27257.94024
127260,14555.19565
127261,317657.9287
127262,44756.49131
127263,53584.0336
127264,501566.5047
127265,66505.41915
127266,656328.4103
127267,58649.46929
127268,133820.1018
127269,154633.9413
127270,23224.82746
127271,131244.363
127272,77696.91811
127273,18542.13792
127274,112394.4097
127275,22033.49912
127276,132134.5146
127277,65839.32989
127278,290064.8048
127279,201450.8552
127280,15212.27227
127281,42929.15024
127282,331623.3894
127283,7963.657587
127284,137357.117
127285,92446.03903
127286,26202.22957
127287,72716.69561
127288,26145.17007
127289,95506.16682
127290,140616.3734
127291,27714.37091
127292,58781.17853
127293,73916.77205
127294,52769.30487
127295,250896.6834
127296,26340.7559
127297,29091.67459
127298,68536.50016
127299,38004.42031
127300,31621.08563
127301,223.0042802
127302,115532.1531
127303,54905.93795
127304,43418.96428
127305,25461.26776
127306,115675.9814
127307,202820.4904
127308,182266.2941
127309,54115.85968
127310,68362.36847
127311,8962.422414
127312,153115.2628
127313,934315.8398
127314,564600.6974
127315,38499.95359
127316,165783.9907
127317,51023.39359
127318,99020.32684
127319,29181.86276
127320,36482.91592
127321,35315.94028
127322,32309.47922
127323,94351.29797
127324,41692.39984
127325,117941.4238
127326,109796.8683
127327,164308.4045
127328,644136.3111
127329,34723.75471
127330,29456.66846
127331,50951.05993
127332,41575.969
127333,37656.28354
127334,102771.0838
127335,29026.94175
127336,55560.35075
127337,31669.68139
127338,197015.477
127339,27198.06692
127340,94574.28124
127341,154895.4438
127342,324280.8659
127343,117919.0916
127344,39925.21263
127345,99205.09114
127346,7248.186254
127347,103380.7971
127348,96078.27916
127349,114832.2334
127350,87822.57416
127351,2852.010741
127352,261794.4349
127353,329370.8915
127354,24301.9341
127355,56450.59554
127356,63040.1497
127357,1376521.322
127358,47240.08766
127359,29992.36694
127360,6104.218216
127361,12319.08778
127362,50469.71098
127363,40079.20897
127364,25327.32245
127365,24141.07858
127366,58900.5618
127367,45656.37112
127368,150045.1194
127369,94840.05538
127370,19027.43651
127371,38068.10545
127372,159898.9351
127373,302541.2159
127374,39261.28416
127375,264953.6578
127376,37473.60794
127377,291769.5801
127378,541070.5797
127379,62206.70188
127380,59691.20122
127381,52935.602
127382,133660.8267
127383,91278.39544
127384,83699.78683
127385,36438.14511
127386,193002.2162
127387,527506.1506
127388,1030939.27
127389,52495.6997
127390,75212.55233
127391,101685.5844
127392,118059.5125
127393,54624.52758
127394,129089.5943
127395,98660.1885
127396,10634.09445
127397,82872.38866
127398,299374.8322
127399,36529.79015
127400,101949.7349
127401,254964.7356
127402,30580.35272
127403,32685.21369
127404,66747.98689
127405,17194.4542
127406,57293.46243
127407,65882.96053
127408,26588.4609
127409,494215.1994
127410,62553.51282
127411,23494.21132
127412,34738.45839
127413,63313.39799
127414,39376.28339
127415,28341.13674
127416,48408.84851
127417,96044.98354
127418,31462.13777
127419,476862.0265
127420,73303.51927
127421,60049.58694
127422,44578.73131
127423,149255.3739
127424,246495.2643
127425,45253.93591
127426,97649.43824
127427,29318.93651
127428,20448.63719
127429,443907.6911
127430,53394.0537
127431,116056.5898
127432,87097.68784
127433,46362.83625
127434,35183.34069
127435,65886.64997
127436,26577.57331
127437,212829.0623
127438,244172.9414
127439,223013.4275
127440,44197.26492
127441,272756.4731
127442,5035.880467
127443,173230.0804
127444,176118.6682
127445,78594.5021
127446,58227.25388
127447,65878.97199
127448,212303.4393
127449,68827.59572
127450,36249.86221
127451,13730.82336
127452,17750.35789
127453,56682.94177
127454,232994.9863
127455,53595.50235
127456,85834.30587
127457,41797.34515
127458,58060.64525
127459,27988.10641
127460,41255.56742
127461,145525.6892
127462,282687.9503
127463,58093.15062
127464,91209.73173
127465,61097.94241
127466,57483.68415
127467,280596.8358
127468,50762.57142
127469,426614.822
127470,97880.11136
127471,36695.2161
127472,480206.3005
127473,12045.61541
127474,143606.3051
127475,149340.406
127476,43258.68814
127477,116571.172
127478,68251.38694
127479,172854.1319
127480,132328.2466
127481,53628.25172
127482,27561.17347
127483,83934.9985
127484,185542.512
127485,30211.69056
127486,92404.37221
127487,16493.16312
127488,141603.0694
127489,77300.06738
127490,79861.96583
127491,579245.6282
127492,20806.49497
127493,26674.28724
127494,122074.3254
127495,32037.68743
127496,45810.9317
127497,48868.44207
127498,57529.61118
127499,302825.7251
127500,19174.96414
127501,22975.36173
127502,26624.42309
127503,36783.07343
127504,13306.325
127505,14887.18139
127506,171484.4565
127507,12647.03095
127508,32785.46731
127509,22740.69452
127510,25138.76244
127511,351984.6178
127512,12696.06238
127513,98583.70456
127514,87601.43999
127515,37853.27839
127516,20549.03771
127517,116872.1017
127518,35975.32974
127519,37548.8495
127520,35328.65299
127521,108021.8642
127522,29954.35296
127523,19129.37914
127524,13668.80626
127525,56271.90813
127526,56810.02469
127527,44420.93032
127528,94077.72582
127529,31583.6786
127530,15436.13294
127531,70998.94894
127532,266633.3583
127533,27041.2411
127534,45789.23154
127535,282203.0768
127536,55645.30991
127537,36252.5269
127538,106390.3503
127539,72942.86676
127540,333398.5803
127541,318338.1944
127542,186300.1658
127543,45382.68533
127544,182755.4717
127545,6066.765925
127546,89148.29083
127547,37859.87382
127548,18792.87121
127549,79283.82866
127550,38396.87725
127551,17979.18625
127552,32637.18624
127553,64539.31999
127554,137573.0554
127555,22616.74149
127556,61108.96641
127557,138947.5835
127558,25481.6697
127559,33841.3226
127560,79577.53926
127561,52567.99936
127562,27884.83112
127563,65739.47942
127564,72645.60835
127565,50244.80859
127566,15071.75879
127567,183019.4333
127568,15207.32461
127569,144428.7999
127570,93701.45073
127571,244878.8437
127572,156441.4351
127573,8653.78751
127574,374546.8646
127575,201725.7893
127576,23181.70525
127577,31383.22597
127578,70706.68709
127579,34644.59118
127580,114340.196
127581,96695.14051
127582,54847.6583
127583,62898.87972
127584,72752.85833
127585,27043.22245
127586,91974.06822
127587,60929.47315
127588,36154.8931
127589,8559.081958
127590,276700.4207
127591,49432.36578
127592,82412.41866
127593,34788.33568
127594,50601.42169
127595,94560.99397
127596,39990.1052
127597,130698.0306
127598,44630.47489
127599,87177.93875
127600,358258.396
127601,70730.7678
127602,169827.1121
127603,36959.65473
127604,108378.2824
127605,24824.58951
127606,52456.2156
127607,57579.42695
127608,51541.37208
127609,193105.1452
127610,32770.07584
127611,126543.1509
127612,49632.45771
127613,112737.2721
127614,240465.9632
127615,23574.05783
127616,64152.82397
127617,57870.34037
127618,19399.91774
127619,220788.0127
127620,57965.82685
127621,118791.9618
127622,95750.40416
127623,616504.588
127624,337929.8643
127625,43591.05465
127626,69211.06941
127627,62545.00942
127628,40951.85606
127629,20814.83021
127630,111910.7888
127631,25039.64221
127632,24475.2847
127633,72357.42402
127634,291825.68
127635,74825.80675
127636,23423.24428
127637,158918.1486
127638,140896.2922
127639,61099.68537
127640,97172.65632
127641,26065.35493
127642,16150.67923
127643,37320.79156
127644,56128.25474
127645,81973.79862
127646,41099.27769
127647,174115.2024
127648,19055.61622
127649,35822.42175
127650,140042.9338
127651,136194.0709
127652,23860.75229
127653,26462.49553
127654,138093.6573
127655,84692.35208
127656,59515.29075
127657,41935.11206
127658,61146.21008
127659,14340.05589
127660,131015.1478
127661,264758.2094
127662,50340.22872
127663,172075.4397
127664,185984.9339
127665,100397.6993
127666,69636.02703
127667,111415.5019
127668,23754.89575
127669,37757.48863
127670,166904.3675
127671,111758.3228
127672,45448.39287
127673,27096.10198
127674,532503.8567
127675,49230.32314
127676,56893.13377
127677,58642.15035
127678,382665.5207
127679,98429.84562
127680,268560.3175
127681,254528.595
127682,831392.6063
127683,157514.8475
127684,40691.49549
127685,41248.97715
127686,488409.1785
127687,24550.51019
127688,41135.85457
127689,301022.5123
127690,227441.2547
127691,18691.93514
127692,61444.35213
127693,129639.024
127694,6434.949166
127695,49711.30583
127696,22327.12709
127697,144920.5803
127698,27327.35843
127699,128487.3489
127700,60181.98879
127701,192310.1344
127702,616568.2311
127703,85297.88135
127704,44517.87646
127705,83229.57884
127706,144657.2419
127707,67690.41454
127708,97807.94885
127709,53859.62824
127710,52995.02745
127711,22456.71406
127712,111345.4529
127713,117486.7634
127714,7499.726176
127715,12512.80509
127716,55897.52735
127717,45394.12596
127718,261922.5377
127719,104804.2273
127720,30769.27858
127721,114580.8677
127722,89926.99783
127723,89967.06337
127724,126646.2993
127725,17348.87787
127726,68788.42616
127727,126552.5674
127728,43153.57489
127729,25029.23534
127730,100346.3738
127731,143490.7737
127732,50094.9589
127733,171128.2842
127734,88703.72852
127735,107109.3229
127736,44736.01829
127737,27935.43589
127738,130736.0908
127739,28327.73164
127740,506053.4511
127741,33688.30737
127742,41525.79004
127743,22765.63925
127744,37962.70014
127745,191266.2434
127746,123750.1253
127747,107766.8702
127748,60226.13981
127749,25330.15752
127750,59179.65576
127751,62821.93367
127752,52257.36746
127753,68126.69972
127754,234806.5289
127755,113402.447
127756,37321.92865
127757,140528.8208
127758,35063.34249
127759,515355.4814
127760,50041.82999
127761,2872.532838
127762,26910.30249
127763,24463.10019
127764,24501.29414
127765,100364.5509
127766,232477.433
127767,9756.027208
127768,30240.36399
127769,292420.7699
127770,64228.31709
127771,151291.1821
127772,212855.7905
127773,32143.69317
127774,519584.0442
127775,143228.7035
127776,209871.8257
127777,65874.84817
127778,30175.43693
127779,117727.4222
127780,41499.23194
127781,22080.78098
127782,136269.7489
127783,5232.728152
127784,253134.7406
127785,41164.682
127786,382666.0457
127787,692832.1388
127788,29145.84841
127789,34898.48703
127790,39578.9981
127791,40299.88412
127792,30902.09417
127793,21186.52453
127794,42683.57955
127795,876356.8854
127796,26770.45365
127797,31998.98295
127798,45989.68417
127799,13593.33909
127800,17425.39583
127801,39295.35079
127802,42786.74993
127803,79037.46271
127804,89336.9784
127805,303153.32
127806,195235.3341
127807,146982.2598
127808,151812.7165
127809,180831.7463
127810,63562.17189
127811,49388.85948
127812,191678.7721
127813,25439.46502
127814,87851.54151
127815,26912.01018
127816,189388.8022
127817,42007.76268
127818,134352.9689
127819,7677.433788
127820,33731.10788
127821,74124.30762
127822,27856.44202
127823,40651.58483
127824,51705.45103
127825,32216.59797
127826,44178.9412
127827,97657.18152
127828,42285.41773
127829,63503.1707
127830,366010.5026
127831,211798.6036
127832,35999.55464
127833,308813.3966
127834,42235.00707
127835,224303.7701
127836,19920.82223
127837,23330.8409
127838,24496.61484
127839,33830.87379
127840,81190.93346
127841,78688.69036
127842,38238.01512
127843,197161.1002
127844,53633.57877
127845,139977.9726
127846,48487.96052
127847,109103.3444
127848,37589.46729
127849,19071.63617
127850,93411.44501
127851,216763.898
127852,54217.5356
127853,127092.108
127854,25876.86577
127855,11964.43538
127856,53722.18823
127857,2317.661127
127858,94296.37335
127859,35198.34583
127860,63646.73005
127861,76732.05579
127862,74486.58802
127863,262399.7606
127864,51485.98029
127865,40540.52215
127866,84418.62501
127867,31773.63379
127868,31734.79335
127869,210373.7731
127870,74588.99598
127871,269230.6081
127872,104977.6643
127873,36589.34775
127874,49785.66117
127875,35588.19615
127876,170601.2154
127877,28431.40058
127878,41179.66071
127879,27994.49938
127880,6347.465633
127881,178408.838
127882,62190.80302
127883,19290.78441
127884,43168.09751
127885,51131.23565
127886,30159.93917
127887,65656.29762
127888,24039.19269
127889,493819.3738
127890,58054.37467
127891,100124.8381
127892,7782.457384
127893,80604.486
127894,13475.65013
127895,28256.98425
127896,5509.238147
127897,18284.02908
127898,52142.20439
127899,91686.46174
127900,99990.4808
127901,152121.4107
127902,31810.32678
127903,235658.4934
127904,34822.16408
127905,90798.02559
127906,175938.073
127907,12730.81587
127908,177697.1173
127909,6680.736641
127910,130303.3864
127911,123635.3806
127912,48594.88468
127913,105417.4768
127914,33191.92767
127915,268990.838
127916,32649.49049
127917,67547.87581
127918,49628.85255
127919,17542.62916
127920,47370.90359
127921,2663.886705
127922,50018.39139
127923,351616.9
127924,83607.28051
127925,39865.41374
127926,66554.34344
127927,167020.5957
127928,42807.06133
127929,39978.54345
127930,8011.266761
127931,47202.41664
127932,164659.2497
127933,54379.91365
127934,156799.7596
127935,50078.99802
127936,182197.9951
127937,414898.2634
127938,15073.57064
127939,22576.7287
127940,92716.43202
127941,42873.95762
127942,22724.54267
127943,629.1013355
127944,47374.67789
127945,15443.06739
127946,44342.66297
127947,40215.33642
127948,20045.86198
127949,18273.15655
127950,36916.30312
127951,14339.74675
127952,82891.4389
127953,342651.3324
127954,184102.8071
127955,63166.4847
127956,49057.39537
127957,24656.70519
127958,88320.7479
127959,4808.205446
127960,26813.1698
127961,17986.49241
127962,18321.37211
127963,40080.3948
127964,26278.03043
127965,47604.6161
127966,9884.949239
127967,84484.02109
127968,53335.41864
127969,42608.07264
127970,132892.4157
127971,45970.21028
127972,89380.30255
127973,45229.62373
127974,32110.11532
127975,70304.28472
127976,108113.1314
127977,129020.5673
127978,47855.871
127979,16082.55779
127980,94088.63041
127981,34590.63016
127982,45579.57341
127983,927469.0312
127984,381855.4527
127985,183378.6081
127986,91565.55865
127987,31906.14534
127988,6237.769354
127989,17527.44357
127990,33792.64757
127991,9843.082044
127992,27502.25729
127993,122779.8377
127994,182833.6179
127995,107223.887
127996,58672.85164
127997,194124.6978
127998,46522.79117
127999,61553.39547
128000,56297.48577
128001,40982.49636
128002,68666.55253
128003,41348.70232
128004,101765.2733
128005,46474.5404
128006,49204.71081
128007,61031.75825
128008,57784.72865
128009,57211.45322
128010,18706.16172
128011,30821.36374
128012,25670.58048
128013,45145.25937
128014,48995.66035
128015,90326.0888
128016,39229.55537
128017,2946.764589
128018,37166.14728
128019,61371.27665
128020,141873.0884
128021,11544.25305
128022,183052.9033
128023,130617.5725
128024,78942.93286
